id_origem,prova,ano,numero,area,topico_sugerido,topico_titulo,confianca,score,alternativa_2,alternativa_3,enunciado_100,aprovado,topico_corrigido
UERJ-2024-2º_exame_de_qualificacao-010,UERJ,2024,10,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.leitura.intertextualidade,por.discurso,Há temáticas que se repetem ao longo do livro de Chico Buarque. 10 Nos contos Meu tio e Anos de chum,,
UERJ-2024-2º_exame_de_qualificacao-011,UERJ,2024,11,linguagens,lit.generos,Gêneros e Recursos Literários,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,"A partir da leitura do conto, observa-se que o tom de banalização dos fatos, empregado pela 11 narra",,
UERJ-2024-2º_exame_de_qualificacao-014,UERJ,2024,14,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.231,por.leitura.generos,por.leitura.intertextualidade,"Se eu forçar a memória mais e mais a fundo, até onde ela encosta na imaginação, procuro 14 meu pai (",,
UERJ-2024-2º_exame_de_qualificacao-019,UERJ,2024,19,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Saudades dela não tenho, nem lembranças pungentes, nada. Quando a relembro, penso 19 num tempo meio ",,
UERJ-2024-2º_exame_de_qualificacao-021,UERJ,2024,21,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,o major citava o prestígio que meu pai gozava entre os subordinados. A todo o oficialato 21 ele se i,,
UERJ-2024-2º_exame_de_qualificacao-022,UERJ,2024,22,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Chico Buarque, além de escritor de contos e romances, também é compositor de canções, várias 22 sobr",,
UERJ-2024-2º_exame_de_qualificacao-024,UERJ,2024,24,linguagens,ing.compreensao,Inglês: Compreensão de Texto,baixa,0.143,por.leitura.generos,por.leitura.intertextualidade,"Para organizar su argumentación, un recurso importante empleado por la autora es: 24",,
UERJ-2024-2º_exame_de_qualificacao-025,UERJ,2024,25,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,baixa,0.115,por.leitura.generos,por.leitura.intertextualidade,"solemos cuestionarnos el por qué de nuestra existencia, (l. 4-5) 25 El uso de la forma verbal subray",,
UERJ-2024-2º_exame_de_qualificacao-027,UERJ,2024,27,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,por.leitura.generos,por.leitura.intertextualidade,"cuando nada es seguro, todo es posible. (l. 29) 27 En el fragmento, el punto de vista expuesto por l",,
UERJ-2024-2º_exame_de_qualificacao-047,UERJ,2024,47,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",alta,0.364,por.leitura.generos,por.leitura.intertextualidade,"LAMPIÃO, O CAPITÃO DO CANGAÇO 47 (...) uma estranha sensação Este poema que fala desconhecida pra qu",,
UERJ-2025-1º_exame_de_qualificacao-004,UERJ,2025,4,linguagens,por.coesao,Coesão e Coerência Textual,baixa,0.100,por.leitura.generos,por.leitura.intertextualidade,04 O emprego dos dois-pontos estabelece coesão entre partes de uma frase. Tanto no terceiro quanto n,,
UERJ-2025-1º_exame_de_qualificacao-010,UERJ,2025,10,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,CRÔNICA “GRANDE EDGAR” 10 Você não está se lembrando dele e não tem por que esconder isso. (...) – N,,
UERJ-2025-1º_exame_de_qualificacao-012,UERJ,2025,12,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,lit.periodos,por.leitura.generos,"CRÔNICA “SEBO” 12 Em algumas passagens da crônica, o narrador explicita que a história contada por e",,
UERJ-2025-1º_exame_de_qualificacao-015,UERJ,2025,15,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,CRÔNICA “A ALIANÇA” 15 A cena principal da crônica se desenvolve a partir da perda acidental da alia,,
UERJ-2025-1º_exame_de_qualificacao-019,UERJ,2025,19,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,lit.generos,por.leitura.generos,"CRÔNICA “ESPELHOS” 19 Não, não procure consolo no espelho tradicional, esse instrumento diabólico qu",,
UERJ-2025-1º_exame_de_qualificacao-020,UERJ,2025,20,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.231,por.leitura.generos,por.leitura.intertextualidade,"CRÔNICA “A VERDADE” 20 Uma donzela estava um dia sentada à beira de um riacho, deixando a água do ri",,
UERJ-2025-1º_exame_de_qualificacao-022,UERJ,2025,22,linguagens,por.leitura.intertextualidade,Intertextualidade e Interdiscursividade,baixa,0.111,por.discurso,lit.generos,CRÔNICA “A VERDADE SOBRE O DIA PRIMEIRO DE ABRIL” 22 O ano nem sempre foi como nós o conhecemos agor,,
UERJ-2025-2º_exame_de_qualificacao-002,UERJ,2025,2,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.167,por.leitura.generos,por.leitura.intertextualidade,Mas é aí que está o problema: estamos tão familiarizados com o conceito de linearidade que 02 impomo,,
UERJ-2025-2º_exame_de_qualificacao-003,UERJ,2025,3,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,E parece que a melhor explicação para a nossa dependência excessiva da linearidade vem da 03 sala de,,
UERJ-2025-2º_exame_de_qualificacao-009,UERJ,2025,9,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Capítulo I 09 Rubião fitava a enseada – eram oito horas da manhã. Quem o visse, com os polegares met",,
UERJ-2025-2º_exame_de_qualificacao-010,UERJ,2025,10,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,por.leitura.generos,por.leitura.intertextualidade,"Em Quincas Borba, os personagens se movimentam no contexto de emergência do capitalismo 10 no Brasil",,
UERJ-2025-2º_exame_de_qualificacao-013,UERJ,2025,13,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,"Capítulo XXXV 13 Ia muita vez ao teatro sem gostar dele, e a bailes, em que se divertia um pouco – m",,
UERJ-2025-2º_exame_de_qualificacao-014,UERJ,2025,14,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.250,por.leitura.generos,por.leitura.intertextualidade,"Capítulo XLVII 14 Na esquina da Rua dos Ourives deteve-o um ajuntamento de pessoas, e um préstito si",,
UERJ-2025-2º_exame_de_qualificacao-015,UERJ,2025,15,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Capítulo LV 15 A última hipótese trouxe à fisionomia do Palha um elemento novo, que não sei como cha",,
UERJ-2025-2º_exame_de_qualificacao-016,UERJ,2025,16,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,lit.periodos,por.leitura.generos,"Capítulo LXIX 16 O narrador do romance, em diversos momentos, explicita que está escrevendo uma obra",,
UERJ-2025-2º_exame_de_qualificacao-017,UERJ,2025,17,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,lit.periodos,por.leitura.generos,"Capítulo CXLII 17 A expressão “Conversar com os seus botões”, parecendo simples metáfora, é frase de",,
UERJ-2025-2º_exame_de_qualificacao-019,UERJ,2025,19,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,lit.generos,por.leitura.generos,"Capítulo CLV 19 Espalhou-se a nova mania de Rubião. Alguns, não o encontrando nas horas do delírio, ",,
UERJ-2025-2º_exame_de_qualificacao-020,UERJ,2025,20,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Capítulo CLXXXVIII 20 D. Fernanda é a única personagem do romance dotada de “simpatia universal”, fa",,
UERJ-2025-2º_exame_de_qualificacao-022,UERJ,2025,22,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.333,lit.generos,por.leitura.generos,"“A realidade é boa, o realismo é que não presta para nada.” 22 A declaração acima foi publicada por ",,
UERJ-2025-2º_exame_de_qualificacao-024,UERJ,2025,24,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,baixa,0.115,por.leitura.generos,por.leitura.intertextualidade,Los jóvenes de hoy son un desastre. (l. 1) 24 La forma verbal subrayada emplea un sentido de:,,
UERJ-2025-2º_exame_de_qualificacao-025,UERJ,2025,25,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,por.leitura.generos,por.leitura.intertextualidade,"En la Inglaterra del siglo XVII criticaban su dura agresividad; nosotros, su blanda 25 hipersensibil",,
UERJ-2025-2º_exame_de_qualificacao-026,UERJ,2025,26,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,por.leitura.generos,por.leitura.intertextualidade,"Y, sobre todo, cotejamos a la juventud real de hoy con un ser ficticio: la persona que creemos 26 qu",,
UERJ-2025-2º_exame_de_qualificacao-048,UERJ,2025,48,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.250,esp.compreensao,lit.generos,O criado esperava teso e sério. Era espanhol; e não foi sem resistência que Rubião o aceitou das 48 ,,
UERJ-2026-1º_exame_de_qualificacao-002,UERJ,2026,2,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,media,0.300,lit.generos,por.leitura.generos,"Inundando o coração do pessoal do porão (l. 11) 02 A partir do verso acima, é possível reconhecer um",,
UERJ-2026-1º_exame_de_qualificacao-020,UERJ,2026,20,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,por.leitura.generos,por.leitura.intertextualidade,"E não me esquecer, ao começar o trabalho, de me preparar para errar. Não esquecer que o erro 20 muit",,
UERJ-2026-1º_exame_de_qualificacao-022,UERJ,2026,22,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"E, se atravessara o amor e o seu inferno, penteava-se agora diante do espelho, por um instante 22 se",,
UERJ-2026-1º_exame_de_qualificacao-025,UERJ,2026,25,linguagens,por.discurso,Análise do Discurso e Linguagem,alta,0.364,por.leitura.generos,por.leitura.intertextualidade,"perdieron la vida en la batalla. (l. 5) 25 En el fragmento, se observa el empleo de la siguiente fig",,
UERJ-2026-1º_exame_de_qualificacao-026,UERJ,2026,26,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,baixa,0.115,por.leitura.generos,por.leitura.intertextualidade,creo que hay que explicar por qué hemos construido esta mitología (l. 26-27) 26 La forma verbal subr,,
UERJ-2026-2º_exame_de_qualificacao-003,UERJ,2026,3,linguagens,ing.compreensao,Inglês: Compreensão de Texto,baixa,0.143,por.leitura.generos,por.leitura.intertextualidade,"Marcelo Viana cita o filósofo inglês Bertrand Russell, para quem, enquanto a ciência diz o quanto 03",,
UERJ-2026-2º_exame_de_qualificacao-011,UERJ,2026,11,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"José de Alencar constrói, em Aurélia, um perfil de mulher independente e livre, capaz de comprar 11 ",,
UERJ-2026-2º_exame_de_qualificacao-012,UERJ,2026,12,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Não era a moça que ali estava à janela; mas uma estátua ou, com mais propriedade, a figura 12 de cer",,
UERJ-2026-2º_exame_de_qualificacao-015,UERJ,2026,15,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.308,por.leitura.generos,por.leitura.intertextualidade,"Tornemos à câmara nupcial, onde se representa a primeira cena do drama original, de que 15 apenas co",,
UERJ-2026-2º_exame_de_qualificacao-019,UERJ,2026,19,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,"Na frase sublinhada, identificam-se, respectivamente, os seguintes recursos de organização de ideias",,
UERJ-2026-2º_exame_de_qualificacao-021,UERJ,2026,21,linguagens,por.discurso,Análise do Discurso e Linguagem,media,0.273,por.leitura.generos,por.leitura.intertextualidade,"− E o que há de mais inverossímil que a própria verdade?, retorquiu Aurélia, repetindo uma 21 frase ",,
