id_origem,prova,ano,numero,area,topico_sugerido,topico_titulo,confianca,score,alternativa_2,alternativa_3,enunciado_100,aprovado,topico_corrigido
ENEM-2009-060,ENEM,2009,60,ciencias-humanas,his.brasil.nova_republica,Nova República e Contemporaneidade (1985–presente),media,0.214,his.brasil.democratizacao,his.brasil.colonial,A definição de eleitor foi tema de artigos nas Constituições brasileiras de 1891 e de 1934. Diz ,,
ENEM-2009-061,ENEM,2009,61,ciencias-humanas,his.brasil.era_vargas,Era Vargas e Estado Novo (1930–1945),alta,0.500,fil.politica,his.geral.seculo18_19,"O autor da constituição de 1937, Francisco Campos, afirma no seu livro, O Estado Nacional, que o e",,
ENEM-2009-062,ENEM,2009,62,ciencias-humanas,his.brasil.era_vargas,Era Vargas e Estado Novo (1930–1945),alta,0.778,soc.cidadania,his.brasil.colonial,"A partir de 1942 e estendendo-se até o final do Estado Novo, o Ministro do Trabalho, Indústria e C",,
ENEM-2009-063,ENEM,2009,63,ciencias-humanas,his.brasil.democratizacao,Redemocratização e República Populista (1945–1964),baixa,0.125,geo.brasil.populacao,his.geral.medieval,"No final do século XVI, na Bahia, Guiomar de Oliveira denunciou Antônia Nóbrega à Inquisição. ",,
ENEM-2009-064,ENEM,2009,64,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.250,his.geral.seculo18_19,his.brasil.era_vargas,"A formação dos Estados foi certamente distinta na Europa, na América Latina, na África e na Ásia. Os",,
ENEM-2009-065,ENEM,2009,65,ciencias-humanas,his.brasil.imperial,Brasil Imperial e Independência (1808–1889),media,0.167,his.brasil.colonial,his.brasil.democratizacao,"No tempo da independência do Brasil, circulavam nas classes populares do Recife trovas que faziam a",,
ENEM-2009-066,ENEM,2009,66,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",media,0.222,fil.politica,his.brasil.era_vargas,"Colhe o Brasil, após esforço contínuo dilatado no tempo, o que plantou no esforço da construção de s",,
ENEM-2009-067,ENEM,2009,67,ciencias-humanas,his.geral.seculo18_19,Revoluções do Século XVIII e XIX,media,0.333,his.brasil.era_vargas,his.brasil.colonial,A prosperidade induzida pela emergência das máquinas de tear escondia uma acentuada perda de prestíg,,
ENEM-2009-068,ENEM,2009,68,ciencias-humanas,his.geral.seculo18_19,Revoluções do Século XVIII e XIX,media,0.333,his.brasil.colonial,his.brasil.imperial,"Até o século XVII, as paisagens rurais eram marcadas por atividades rudimentares e de baixa produtiv",,
ENEM-2009-069,ENEM,2009,69,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.brasil.nova_republica,his.geral.seculo18_19,"Como se assistisse à demonstração de um espetáculo mágico, ia revendo aquele ambiente tão cara",,
ENEM-2009-070,ENEM,2009,70,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.250,his.brasil.era_vargas,geo.fisica.relevo,O suíço Thomas Davatz chegou a São Paulo em 1855 para trabalhar como colono na fazenda de café Ibica,,
ENEM-2009-071,ENEM,2009,71,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,alta,0.409,soc.cultura_identidade,his.geral.seculo18_19,"Além dos inúmeros eletrodomésticos e bens eletrônicos, o automóvel produzido pela indústria fordista",,
ENEM-2009-072,ENEM,2009,72,ciencias-humanas,soc.cultura_identidade,"Cultura, Identidade e Diversidade",media,0.278,soc.teorias,his.geral.seculo18_19,"Populações inteiras, nas cidades e na zona rural, dispõem da parafernália digital global como fonte ",,
ENEM-2009-073,ENEM,2009,73,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,alta,0.800,geo.brasil.industria,geo.brasil.populacao,![](https://enem.dev/2009/questions/73/c8b4cebd-dcd5-4090-b0ea-049c96a392c7.jpg)  A partir do mapa a,,
ENEM-2009-074,ENEM,2009,74,ciencias-humanas,his.geral.antiguidade,"Mundo Antigo: Egito, Grécia e Roma",alta,0.364,soc.cidadania,fil.politica,"No período 750-338 a. C., a Grécia antiga era composta por cidades-Estado, como por exemplo Atenas",,
ENEM-2009-075,ENEM,2009,75,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,media,0.200,his.brasil.colonial,geo.brasil.populacao,"O movimento migratório no Brasil é significativo, principalmente em função do volume de pessoas que ",,
ENEM-2009-076,ENEM,2009,76,ciencias-humanas,geo.brasil.populacao,População Brasileira e Fluxos Migratórios,baixa,0.125,geo.brasil.regionalizacao,soc.trabalho,"Apesar do aumento da produção no campo e da integração entre a indústria e a agricultura, parte da p",,
ENEM-2009-077,ENEM,2009,77,ciencias-humanas,geo.brasil.agraria,Espaço Agrário Brasileiro,media,0.333,soc.cidadania,his.brasil.colonial,A luta pela terra no Brasil é marcada por diversos aspectos que chamam a atenção. Entre os aspectos ,,
ENEM-2009-078,ENEM,2009,78,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,alta,0.600,geo.brasil.agraria,soc.desigualdade,"O gráfico mostra o percentual de áreas ocupadas, segundo o tipo de propriedade rural no Brasil, no a",,
ENEM-2009-079,ENEM,2009,79,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,alta,0.400,soc.cidadania,fil.etica,"Entre 2004 e 2008, pelo menos 8 mil brasileiros foram libertados de fazendas onde trabalhavam como s",,
ENEM-2009-080,ENEM,2009,80,ciencias-humanas,geo.brasil.populacao,População Brasileira e Fluxos Migratórios,alta,0.500,fil.epistemologia,his.brasil.colonial,O homem construiu sua história por meio do constante processo de ocupação e transformação do espaço ,,
ENEM-2009-081,ENEM,2009,81,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.geral.seculo18_19,geo.brasil.agraria,"No presente, observa-se crescente atenção aos efeitos da atividade humana, em diferentes áreas, sobr",,
ENEM-2009-082,ENEM,2009,82,ciencias-humanas,his.geral.seculo20,Século XX: Guerras Mundiais e Guerra Fria,media,0.333,his.brasil.colonial,geo.brasil.regionalizacao,"Com a perspectiva do desaparecimento das geleiras no Polo Norte, grandes reservas de petróleo e miné",,
ENEM-2009-083,ENEM,2009,83,ciencias-humanas,geo.geopolitica,Geopolítica Mundial e Globalização,baixa,0.100,his.brasil.colonial,his.brasil.imperial,"No mundo contemporâneo, as reservas energéticas tornam-se estratégicas para muitos países no cenário",,
ENEM-2009-084,ENEM,2009,84,ciencias-humanas,geo.fisica.hidrografia,Hidrografia,baixa,0.100,geo.cartografia,his.brasil.colonial,"![](https://enem.dev/2009/questions/84/15a16039-43b9-4779-9660-b66387929694.png)  BETHEL, L. Históri",,
ENEM-2009-085,ENEM,2009,85,ciencias-humanas,geo.fisica.clima,Climatologia e Meteorologia,media,0.227,geo.brasil.industria,his.brasil.colonial,"O clima é um dos elementos fundamentais não só na caracterização das paisagens naturais, mas também ",,
ENEM-2009-086,ENEM,2009,86,ciencias-humanas,geo.fisica.clima,Climatologia e Meteorologia,alta,0.500,geo.ambiental,his.brasil.colonial,![](https://enem.dev/2009/questions/86/04d790cc-7221-4d93-a0a7-ea323350509a.jpg)  ![](https://enem.d,,
ENEM-2009-087,ENEM,2009,87,ciencias-humanas,geo.fisica.clima,Climatologia e Meteorologia,media,0.318,geo.ambiental,geo.brasil.regionalizacao,"Na figura, observa-se uma classificação de regiões da América do Sul segundo o grau de aridez verifi",,
ENEM-2009-088,ENEM,2009,88,ciencias-humanas,geo.fisica.clima,Climatologia e Meteorologia,alta,0.773,geo.ambiental,geo.cartografia,"À medida que a demanda por água aumenta, as reservas desse recurso vão se tornando imprevisíveis. Mo",,
ENEM-2009-089,ENEM,2009,89,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.brasil.colonial,his.brasil.democratizacao,"A mais profunda objeção que se faz à ideia da criação de uma cidade, como Brasília, é que o seu dese",,
ENEM-2009-090,ENEM,2009,90,ciencias-humanas,geo.fisica.relevo,"Relevo, Geologia e Mineração",alta,0.455,soc.cidadania,geo.fisica.hidrografia,"As áreas do planalto do cerrado – como a chapada dos Guimarães, a serra de Tapirapuã e a serra dos P",,
ENEM-2009-098,ENEM,2009,98,ciencias-humanas,fil.estetica,"Estética, Arte e Cultura",baixa,0.100,his.brasil.colonial,his.brasil.imperial,"**Para o Mano Caetano**  O que fazer do ouro de tolo   Quando um doce bardo brada a toda brida,   Em",,
ENEM-2009-104,ENEM,2009,104,ciencias-humanas,geo.fisica.hidrografia,Hidrografia,baixa,0.100,fil.epistemologia,his.brasil.colonial,"Diferentemente do texto escrito, que em geral compele os leitores a lerem numa onda linear – da esqu",,
ENEM-2009-125,ENEM,2009,125,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),baixa,0.000,his.brasil.imperial,his.brasil.republica_velha,![](https://enem.dev/2009/questions/125/5a4ecb2b-fa74-43e5-a8ad-89db87b4e9ba.jpg)  Na parte superior,,
ENEM-2009-126,ENEM,2009,126,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.geral.seculo18_19,soc.cultura_identidade,![](https://enem.dev/2009/questions/126/b72a01dc-1bf6-4dea-96b7-31e38144d132.jpg)  O texto exemplifi,,
ENEM-2009-140,ENEM,2009,140,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),baixa,0.000,his.brasil.imperial,his.brasil.republica_velha,O governo cedeu terrenos para que famílias construíssem suas residências com a condição de que no mí,,
ENEM-2009-157,ENEM,2009,157,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),baixa,0.000,his.brasil.imperial,his.brasil.republica_velha,"Uma empresa que fabrica esferas de aço, de 6 cm de raio, utiliza caixas de madeira, na forma de um c",,
ENEM-2009-166,ENEM,2009,166,ciencias-humanas,geo.cartografia,Cartografia e Representação do Espaço,media,0.250,his.brasil.democratizacao,geo.fisica.hidrografia,"Rotas aéreas são como pontes que ligam cidades, estados ou países. O mapa a seguir mostra os estados",,
ENEM-2010-001,ENEM,2010,1,ciencias-humanas,geo.brasil.agraria,Espaço Agrário Brasileiro,alta,0.667,his.brasil.colonial,his.brasil.imperial,![](https://enem.dev/2010/questions/1/ac150e2b-3bf9-48b5-8d9e-aa52c2461af6.jpg)  O gráfico represent,,
ENEM-2010-002,ENEM,2010,2,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,media,0.300,geo.fisica.relevo,his.brasil.colonial,"Antes, eram apenas as grandes cidades que se apresentavam como o império da técnica, objeto de modif",,
ENEM-2010-003,ENEM,2010,3,ciencias-humanas,his.brasil.era_vargas,Era Vargas e Estado Novo (1930–1945),media,0.278,soc.cidadania,fil.politica,A maioria das pessoas daqui era do campo. Vila Maria é hoje exportadora de trabalhadores. Empresário,,
ENEM-2010-004,ENEM,2010,4,ciencias-humanas,geo.ambiental,Questões Ambientais e Desenvolvimento Sustentável,alta,0.375,his.brasil.colonial,geo.brasil.populacao,"Os lixões são o pior tipo de disposição final dos resíduos sólidos de uma cidade, representando um g",,
ENEM-2010-005,ENEM,2010,5,ciencias-humanas,geo.fisica.relevo,"Relevo, Geologia e Mineração",media,0.182,his.geral.seculo18_19,his.brasil.colonial,![](https://enem.dev/2010/questions/5/0507e0cd-2002-4267-8a14-b1061254b765.jpg)  TEIXEIRA. W. et al.,,
ENEM-2010-006,ENEM,2010,6,ciencias-humanas,geo.brasil.populacao,População Brasileira e Fluxos Migratórios,baixa,0.125,his.geral.seculo18_19,geo.fisica.hidrografia,![](https://enem.dev/2010/questions/6/aa83a948-e33c-4b98-b195-2e781566a1f4.jpg)  TEIXEIRA. W. et al.,,
ENEM-2010-007,ENEM,2010,7,ciencias-humanas,geo.cartografia,Cartografia e Representação do Espaço,alta,0.600,his.brasil.imperial,his.brasil.colonial,"Pensando nas correntes e prestes a entrar no braço que deriva da Corrente do Golfo para o norte, lem",,
ENEM-2010-008,ENEM,2010,8,ciencias-humanas,geo.fisica.relevo,"Relevo, Geologia e Mineração",baixa,0.091,his.brasil.colonial,his.brasil.imperial,![](https://enem.dev/2010/questions/8/a4c1596f-3cc7-4a97-966e-ccc2d1b0db88.jpg)  O esquema mostra de,,
ENEM-2010-009,ENEM,2010,9,ciencias-humanas,geo.geopolitica,Geopolítica Mundial e Globalização,alta,0.400,soc.teorias,his.brasil.colonial,"O G-20 é o grupo que reúne os países do G-7, os mais industrializados do mundo (EUA, Japão, Alemanha",,
ENEM-2010-010,ENEM,2010,10,ciencias-humanas,his.geral.seculo18_19,Revoluções do Século XVIII e XIX,media,0.333,geo.fisica.hidrografia,fil.estetica,A Inglaterra pedia lucros e recebia lucros. Tudo se transformava em lucro. As cidades tinham sua suj,,
ENEM-2010-011,ENEM,2010,11,ciencias-humanas,soc.trabalho,"Trabalho, Tecnologia e Transformações Sociais",baixa,0.100,his.brasil.colonial,his.brasil.imperial,A evolução do processo de transformação de matérias-primas em produtos acabados ocorreu em três está,,
ENEM-2010-012,ENEM,2010,12,ciencias-humanas,geo.brasil.populacao,População Brasileira e Fluxos Migratórios,alta,0.375,geo.brasil.urbanizacao,his.geral.seculo20,"A serraria construía ramais ferroviários que adentravam as grandes matas, onde grandes locomotivas c",,
ENEM-2010-013,ENEM,2010,13,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.150,geo.brasil.populacao,his.geral.seculo18_19,As secas e o apelo econômico da borracha — produto que no final do século XIX alcançava preços altos,,
ENEM-2010-014,ENEM,2010,14,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,media,0.300,geo.fisica.hidrografia,fil.filosofia_ciencia,"No dia 28 de fevereiro de 1985, era inaugurada a Estrada de Ferro Carajás, pertencente e diretamente",,
ENEM-2010-015,ENEM,2010,15,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,alta,0.900,geo.ambiental,geo.fisica.hidrografia,"A usina hidrelétrica de Belo Monte será construída no rio Xingu, no município de Vitória de Xingu, n",,
ENEM-2010-016,ENEM,2010,16,ciencias-humanas,soc.desigualdade,Estratificação Social e Desigualdades,alta,0.444,soc.teorias,his.brasil.nova_republica,"O Império Inca, que corresponde principalmente aos territórios da Bolívia e do Peru, chegou a englob",,
ENEM-2010-017,ENEM,2010,17,ciencias-humanas,geo.brasil.regionalizacao,Regionalização do Brasil,alta,0.400,his.brasil.colonial,geo.brasil.agraria,"Coube aos Xavante e aos Timbira, povos indígenas do Cerrado, um recente e marcante gesto simbólico: ",,
ENEM-2010-018,ENEM,2010,18,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,alta,0.409,geo.fisica.hidrografia,geo.brasil.regionalizacao,"Os vestígios dos povos Tupi-guarani encontram-se desde as Missões e o rio da Prata, ao sul, até o No",,
ENEM-2010-019,ENEM,2010,19,ciencias-humanas,his.geral.moderna,"Idade Moderna: Renascimento, Reforma e Expansão",media,0.222,his.brasil.colonial,his.brasil.imperial,Os tropeiros foram figuras decisivas na formação de vilarejos e cidades do Brasil colonial. A palavr,,
ENEM-2010-020,ENEM,2010,20,ciencias-humanas,his.brasil.ditadura,Ditadura Militar (1964–1985),baixa,0.100,his.geral.antiguidade,geo.fisica.clima,Quem construiu a Tebas de sete portas?   Nos livros estão nomes de reis.   Arrastaram eles os blocos,,
ENEM-2010-021,ENEM,2010,21,ciencias-humanas,his.geral.seculo20,Século XX: Guerras Mundiais e Guerra Fria,media,0.167,geo.brasil.regionalizacao,soc.teorias,"As ruínas do povoado de Canudos, no sertão norte da Bahia, além de significativas para a identidade ",,
ENEM-2010-022,ENEM,2010,22,ciencias-humanas,his.brasil.imperial,Brasil Imperial e Independência (1808–1889),media,0.250,his.brasil.era_vargas,his.geral.seculo20,"Substitui-se então uma história crítica, profunda, por uma crônica de detalhes onde o patriotismo e ",,
ENEM-2010-023,ENEM,2010,23,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.geral.seculo18_19,his.brasil.colonial,"Negro, filho de escrava e fidalgo português, o baiano Luiz Gama fez da lei e das letras suas armas n",,
ENEM-2010-024,ENEM,2010,24,ciencias-humanas,his.brasil.era_vargas,Era Vargas e Estado Novo (1930–1945),media,0.167,his.brasil.colonial,his.brasil.democratizacao,"Eu, o Príncipe Regente, faço saber aos que o presente Alvará virem: que desejando promover e adianta",,
ENEM-2010-025,ENEM,2010,25,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.150,his.geral.seculo18_19,his.africa_diaspora,"Em 2008 foram comemorados os 200 anos da mudança da família real portuguesa para o Brasil, onde foi ",,
ENEM-2010-026,ENEM,2010,26,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.300,geo.brasil.regionalizacao,his.brasil.democratizacao,"I — Para consolidar-se como governo, a República precisava eliminar as arestas, conciliar-se com o p",,
ENEM-2010-027,ENEM,2010,27,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.geral.seculo18_19,soc.cultura_identidade,O artigo 402 do Código penal Brasileiro de 1890 dizia: Fazer nas ruas e praças públicas exercícios d,,
ENEM-2010-028,ENEM,2010,28,ciencias-humanas,his.geral.seculo18_19,Revoluções do Século XVIII e XIX,alta,0.444,soc.teorias,fil.etica,"Em nosso país queremos substituir o egoísmo pela moral, a honra pela probidade, os usos pelos princí",,
ENEM-2010-029,ENEM,2010,29,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",alta,0.389,fil.politica,his.brasil.democratizacao,"A política foi, inicialmente, a arte de impedir as pessoas de se ocuparem do que lhes diz respeito. ",,
ENEM-2010-030,ENEM,2010,30,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,his.geral.medieval,his.geral.seculo18_19,"O príncipe, portanto, não deve se incomodar com a reputação de cruel, se seu propósito é manter o po",,
ENEM-2010-031,ENEM,2010,31,ciencias-humanas,his.brasil.imperial,Brasil Imperial e Independência (1808–1889),alta,0.500,soc.teorias,his.brasil.colonial,"Após a abdicação de D. Pedro I, o Brasil atravessou um período marcado por inúmeras crises: as diver",,
ENEM-2010-032,ENEM,2010,32,ciencias-humanas,his.brasil.era_vargas,Era Vargas e Estado Novo (1930–1945),alta,0.889,soc.cidadania,soc.teorias,"De março de 1931 a fevereiro de 1940, foram decretadas mais de 150 leis novas de proteção social e d",,
ENEM-2010-033,ENEM,2010,33,ciencias-humanas,his.brasil.democratizacao,Redemocratização e República Populista (1945–1964),alta,0.625,his.brasil.era_vargas,his.brasil.colonial,Não é difícil entender o que ocorreu no Brasil nos anos imediatamente anteriores ao golpe militar de,,
ENEM-2010-034,ENEM,2010,34,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,alta,0.409,his.geral.seculo20,his.geral.seculo18_19,"A lei não nasce da natureza, junto das fontes frequentadas pelos primeiros pastores: a lei nasce das",,
ENEM-2010-035,ENEM,2010,35,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,alta,0.409,his.brasil.ditadura,his.brasil.democratizacao,**Opinião**  Podem me prender   Podem me bater   Podem até deixar-me sem comer   Que eu não mudo de ,,
ENEM-2010-036,ENEM,2010,36,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",media,0.278,his.brasil.colonial,geo.brasil.populacao,"A caixa de pandora tecnológica penetra nos lares e libera suas cabeças falantes, astros, novelas, no",,
ENEM-2010-037,ENEM,2010,37,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",media,0.333,soc.teorias,his.geral.seculo18_19,Os meios de comunicação funcionam como um elo entre os diferentes segmentos de uma sociedade. Nas úl,,
ENEM-2010-038,ENEM,2010,38,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",media,0.333,soc.teorias,his.geral.seculo18_19,"A poluição e outras ofensas ambientais ainda não tinham esse nome, mas já eram largamente notadas no",,
ENEM-2010-039,ENEM,2010,39,ciencias-humanas,fil.etica,Ética e Moral,alta,0.364,soc.cidadania,soc.teorias,A ética precisa ser compreendida como um empreendimento coletivo a ser constantemente retomado e red,,
ENEM-2010-040,ENEM,2010,40,ciencias-humanas,his.geral.seculo18_19,Revoluções do Século XVIII e XIX,media,0.333,soc.desigualdade,geo.fisica.hidrografia,"Homens da Inglaterra, por que arar para os senhores que   vos mantêm na miséria?  Por que tecer com ",,
ENEM-2010-041,ENEM,2010,41,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",alta,0.500,his.brasil.nova_republica,soc.teorias,“Pecado nefando” era expressão correntemente utilizada pelos inquisidores para a sodomia. Nefandus: ,,
ENEM-2010-042,ENEM,2010,42,ciencias-humanas,fil.politica,Filosofia Política e Contrato Social,media,0.182,his.brasil.era_vargas,his.brasil.ditadura,As cortes de apelação rejeitaram mais de 10 mil habeas corpus nos casos das pessoas desaparecidas. N,,
ENEM-2010-043,ENEM,2010,43,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,media,0.273,soc.trabalho,his.geral.seculo18_19,Um banco inglês decidiu cobrar de seus clientes cinco libras toda vez que recorressem aos funcionári,,
ENEM-2010-044,ENEM,2010,44,ciencias-humanas,soc.teorias,Teorias Sociológicas Clássicas,alta,0.409,his.geral.seculo18_19,soc.cultura_identidade,"Na ética contemporânea, o sujeito não é mais um sujeito substancial, soberano e absolutamente livre,",,
ENEM-2010-045,ENEM,2010,45,ciencias-humanas,soc.cidadania,"Cidadania, Estado e Direitos",media,0.278,fil.politica,geo.fisica.hidrografia,![](https://enem.dev/2010/questions/45/a703a5c4-df7b-46c0-9a46-17f2771dbf24.jpg)  Democracia: “regim,,
ENEM-2010-055,ENEM,2010,55,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),media,0.300,his.brasil.imperial,his.brasil.republica_velha,"Em visita a uma usina sucroalcooleira, um grupo de alunos pôde observar a série de processos de bene",,
ENEM-2010-103,ENEM,2010,103,ciencias-humanas,geo.brasil.populacao,População Brasileira e Fluxos Migratórios,baixa,0.125,his.brasil.colonial,his.brasil.imperial,"**Transtorno do comer compulsivo**  O transtorno do comer compulsivo vem sendo reconhecido, nos últ",,
ENEM-2010-104,ENEM,2010,104,ciencias-humanas,his.brasil.colonial,Brasil Colonial (1500–1808),baixa,0.000,his.brasil.imperial,his.brasil.republica_velha,A gentileza é algo difícil de ser ensinado e vai muito além da palavra educação. Ela é difíci,,
