id_origem,prova,ano,numero,area,topico_sugerido,topico_titulo,confianca,score,alternativa_2,alternativa_3,enunciado_100,aprovado,topico_corrigido
ENEM-2009-018,ENEM,2009,18,ciencias-natureza,fis.eletricidade.corrente,Eletrodinâmica: Circuitos Elétricos,alta,0.450,fis.termodinamica.temperatura,qui.cinetica,![](https://enem.dev/2009/questions/18/984c1d41-ccbd-4532-b8aa-b39dfefb0649.png)  Considere-se que u,,
ENEM-2009-019,ENEM,2009,19,ciencias-natureza,fis.mecanica.energia,"Energia, Trabalho e Potência",baixa,0.111,fis.mecanica.cinematica,fis.mecanica.dinamica,![](https://enem.dev/2009/questions/19/ce14eccd-b5dd-4dde-a5a6-2e163d72fec9.png)  A escolha das lâmp,,
ENEM-2009-020,ENEM,2009,20,ciencias-natureza,fis.eletricidade.inducao,Indução Eletromagnética,baixa,0.143,fis.mecanica.energia,fis.termodinamica.leis,![](https://enem.dev/2009/questions/20/a5b76cbb-b0e8-42a4-ba0f-ca81b7abdcb7.png)  Se fosse necessári,,
ENEM-2009-021,ENEM,2009,21,ciencias-natureza,fis.moderna,Física Moderna e Nuclear,media,0.150,fis.mecanica.cinematica,fis.mecanica.dinamica,"Os seres vivos apresentam diferentes ciclos de vida, caracterizados pelas fases nas quais gametas sa",,
ENEM-2009-022,ENEM,2009,22,ciencias-natureza,fis.eletricidade.eletrostatica,Eletrostática,media,0.333,qui.geometria,fis.eletricidade.corrente,"Um medicamento, após ser ingerido, atinge a corrente sanguínea e espalha-se pelo organismo, mas, com",,
ENEM-2009-025,ENEM,2009,25,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.150,fis.mecanica.cinematica,fis.mecanica.dinamica,Os planos de controle e erradicação de doenças em animais envolvem ações de profilaxia e depend,,
ENEM-2009-026,ENEM,2009,26,ciencias-natureza,qui.cinetica,Cinética Química,media,0.312,qui.ambiental,qui.acidos_bases,"O processo de industrialização tem gerado sérios problemas de ordem ambiental, econômica e socia",,
ENEM-2009-027,ENEM,2009,27,ciencias-natureza,fis.mecanica.gravitacao,Gravitação Universal,alta,0.571,fis.mecanica.dinamica,fis.mecanica.cinematica,![](https://enem.dev/2009/questions/27/8a0ca647-a136-470c-b4b1-f7cd0de48513.png)  Considerando o tex,,
ENEM-2009-028,ENEM,2009,28,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.150,bio.evolucao,fis.mecanica.cinematica,Uma pesquisadora deseja reflorestar uma área de mata ciliar quase que totalmente desmatada. Essa fo,,
ENEM-2009-030,ENEM,2009,30,ciencias-natureza,fis.termodinamica.temperatura,"Temperatura, Calor e Calorimetria",alta,0.364,qui.termodinamica,fis.eletricidade.inducao,"É possível, com 1 litro de gasolina, usando todo o calor produzido por sua combustão direta, aquecer",,
ENEM-2009-031,ENEM,2009,31,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,alta,0.800,fis.eletricidade.inducao,fis.mecanica.cinematica,O progresso da tecnologia introduziu diversos artefatos geradores de campos eletromagnéticos. Uma da,,
ENEM-2009-032,ENEM,2009,32,ciencias-natureza,fis.ondas.luz,Óptica Geométrica,media,0.167,qui.estrutura.atomica,qui.organica.basico,![](https://enem.dev/2009/questions/32/2f78c8cf-ff4d-40a1-ad8a-fd513f7001c3.png)  Dentre os fenômeno,,
ENEM-2009-033,ENEM,2009,33,ciencias-natureza,bio.evolucao,Evolução Biológica,media,0.273,bio.ecologia.populacao,bio.genetica.molecular,Os ratos _Peromyscus polionotus_ encontram-se distribuídos em ampla região na América do Norte. A,,
ENEM-2009-034,ENEM,2009,34,ciencias-natureza,qui.cinetica,Cinética Química,baixa,0.125,bio.ecologia.ambiental,qui.ambiental,"O lixo orgânico de casa – constituído de restos de verduras, frutas, legumes, cascas de ovo, apara",,
ENEM-2009-035,ENEM,2009,35,ciencias-natureza,fis.termodinamica.temperatura,"Temperatura, Calor e Calorimetria",alta,0.455,fis.ondas.mecanicas,qui.cinetica,![](https://enem.dev/2009/questions/35/9d8b484b-e10a-414e-9a44-bd803c5169f6.png)  Considerando que a,,
ENEM-2009-036,ENEM,2009,36,ciencias-natureza,qui.geometria,Geometria Molecular e Forças Intermoleculares,media,0.222,fis.mecanica.cinematica,fis.mecanica.dinamica,"O uso de protetores solares em situações de grande exposição aos raios solares como, por exemplo",,
ENEM-2009-037,ENEM,2009,37,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,alta,0.400,fis.ondas.luz,fis.mecanica.cinematica,Sabe-se que o olho humano não consegue diferenciar componentes de cores e vê apenas a cor resultante,,
ENEM-2009-038,ENEM,2009,38,ciencias-natureza,fis.termodinamica.dilatacao,Dilatação Térmica,alta,1.200,qui.cinetica,qui.ambiental,"Durante uma ação de fiscalização em postos de combustíveis, foi encontrado um mecanismo inusitado pa",,
ENEM-2009-039,ENEM,2009,39,ciencias-natureza,fis.termodinamica.leis,Leis da Termodinâmica,media,0.167,bio.ecologia.basico,fis.termodinamica.temperatura,"A invenção da geladeira proporcionou uma revolução no aproveitamento dos alimentos, ao permitir que ",,
ENEM-2009-040,ENEM,2009,40,ciencias-natureza,bio.imunologia,Imunologia e Saúde,media,0.154,qui.cinetica,qui.estrutura.atomica,"Na manipulação em escala nanométrica, os átomos revelam características peculiares, podendo apr",,
ENEM-2009-041,ENEM,2009,41,ciencias-natureza,bio.genetica.cromossomica,Genética Cromossômica e Ligação,alta,0.600,qui.reacoes.tipos,qui.geometria,"Uma vítima de acidente de carro foi encontrada carbonizada devido a uma explosão. Indícios, como ",,
ENEM-2009-042,ENEM,2009,42,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.250,bio.ecologia.ambiental,qui.organica.basico,O cultivo de camarões de água salgada vem se desenvolvendo muito nos últimos anos na região Nord,,
ENEM-2009-043,ENEM,2009,43,ciencias-natureza,qui.estequiometria,Estequiometria,baixa,0.100,qui.ambiental,fis.termodinamica.temperatura,![](https://enem.dev/2009/questions/43/fc15f9d3-d27d-4451-86aa-2d9576a0e88f.jpg)  À medida que aume,,
ENEM-2009-044,ENEM,2009,44,ciencias-natureza,qui.cinetica,Cinética Química,baixa,0.125,qui.organica.reacoes,qui.ambiental,O álcool hidratado utilizado como combustível veicular é obtido por meio da destilação fraciona,,
ENEM-2009-045,ENEM,2009,45,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.000,fis.mecanica.dinamica,fis.mecanica.energia,"![](https://enem.dev/2009/questions/45/391df735-013e-414c-a12f-3d626c8855ce.png)  Nessa situação, qu",,
ENEM-2010-046,ENEM,2010,46,ciencias-natureza,bio.imunologia,Imunologia e Saúde,media,0.154,qui.ambiental,fis.mecanica.cinematica,"A vacina, o soro e os antibióticos submetem os organismos a processos biológicos diferentes. Pessoas",,
ENEM-2010-047,ENEM,2010,47,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,alta,0.350,fis.ondas.luz,fis.mecanica.cinematica,"As ondas eletromagnéticas, como a luz visível e as ondas de rádio, viajam em linha reta em um meio h",,
ENEM-2010-048,ENEM,2010,48,ciencias-natureza,fis.mecanica.energia,"Energia, Trabalho e Potência",baixa,0.111,fis.eletricidade.corrente,fis.mecanica.cinematica,![](https://enem.dev/2010/questions/48/b750cefc-08d5-423f-bba9-7e5e64aed3dc.png)  Um farol usa uma l,,
ENEM-2010-049,ENEM,2010,49,ciencias-natureza,bio.ecologia.populacao,Ecologia de Populações e Dinâmica Populacional,baixa,0.125,bio.ecologia.basico,qui.oxirreducao,A cárie dental resulta da atividade de bactérias que degradam os açúcares e os transformam em ácidos,,
ENEM-2010-050,ENEM,2010,50,ciencias-natureza,fis.termodinamica.temperatura,"Temperatura, Calor e Calorimetria",media,0.182,qui.cinetica,fis.mecanica.cinematica,"Em nosso cotidiano, utilizamos as palavras “calor” e “temperatura” de forma diferente de como elas s",,
ENEM-2010-051,ENEM,2010,51,ciencias-natureza,bio.ecologia.basico,Ecologia: Ecossistemas e Relações Ecológicas,media,0.231,qui.organica.basico,fis.mecanica.cinematica,O texto “O vôo das Folhas” traz uma visão dos índios   Ticunas para um fenômeno usualmente observado,,
ENEM-2010-052,ENEM,2010,52,ciencias-natureza,fis.termodinamica.temperatura,"Temperatura, Calor e Calorimetria",alta,0.364,fis.mecanica.energia,fis.ondas.mecanicas,"Com o objetivo de se testar a eficiência de fornos de micro-ondas, planejou-se o aquecimento em 10°C",,
ENEM-2010-053,ENEM,2010,53,ciencias-natureza,bio.ecologia.ambiental,Questões Ambientais e Conservação,media,0.222,bio.ecologia.basico,qui.ambiental,"O fósforo, geralmente representado pelo íon de fosfato (PO4−3), é um ingrediente insubstituível da v",,
ENEM-2010-054,ENEM,2010,54,ciencias-natureza,fis.mecanica.gravitacao,Gravitação Universal,alta,0.429,qui.cinetica,fis.fluidos,![](https://enem.dev/2010/questions/54/c147e274-c7fa-4112-b084-aacf05f6b016.png)  A aparência de Júp,,
ENEM-2010-056,ENEM,2010,56,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,baixa,0.100,fis.termodinamica.temperatura,bio.anatomia.sistemas,![](https://enem.dev/2010/questions/56/85dc7933-c9f1-46b8-8ca8-fee1d9ec8951.png)  A fonte de energia,,
ENEM-2010-057,ENEM,2010,57,ciencias-natureza,qui.cinetica,Cinética Química,baixa,0.125,fis.mecanica.cinematica,qui.solucoes,O despejo de dejetos de esgotos domésticos e industriais vem causando sérios problemas aos rios bras,,
ENEM-2010-058,ENEM,2010,58,ciencias-natureza,qui.solucoes,Soluções e Propriedades Coligativas,media,0.250,fis.fluidos,fis.termodinamica.gases,"Sob pressão normal (ao nível do mar), a água entra em ebulição à temperatura de 100 °C. Tendo por ba",,
ENEM-2010-059,ENEM,2010,59,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.300,fis.termodinamica.temperatura,fis.mecanica.cinematica,As cidades industrializadas produzem grandes proporções de gases como o CO2. o principal gás causado,,
ENEM-2010-060,ENEM,2010,60,ciencias-natureza,qui.solucoes,Soluções e Propriedades Coligativas,media,0.167,qui.cinetica,fis.mecanica.dinamica,A lavoura arrozeira na planície costeira da região sul do Brasil comumente sofre perdas elevadas dev,,
ENEM-2010-061,ENEM,2010,61,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,alta,0.500,bio.ecologia.basico,bio.ecologia.ambiental,"No ano de 2000, um vazamento em um duto de óleo na baía de Guanabara (RJ) causou um dos maiores acid",,
ENEM-2010-062,ENEM,2010,62,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.100,fis.termodinamica.gases,qui.acidos_bases,"Para explicar a absorção de nutrientes, bem como a função das microvilosidades das membranas das cél",,
ENEM-2010-063,ENEM,2010,63,ciencias-natureza,fis.mecanica.energia,"Energia, Trabalho e Potência",media,0.333,fis.eletricidade.eletrostatica,qui.ambiental,![](https://enem.dev/2010/questions/63/4f40bc17-01f3-4962-8574-593ac0409adb.jpg)  Com base no texto ,,
ENEM-2010-064,ENEM,2010,64,ciencias-natureza,bio.evolucao,Evolução Biológica,media,0.273,fis.mecanica.cinematica,fis.mecanica.dinamica,"Alguns anfíbios e répteis são adaptados à vida subterrânea. Nessa situação, apresentam algumas carac",,
ENEM-2010-065,ENEM,2010,65,ciencias-natureza,fis.eletricidade.corrente,Eletrodinâmica: Circuitos Elétricos,baixa,0.100,qui.acidos_bases,qui.solucoes,"As misturas efervescentes, em pó ou comprimidos, são comuns para a administração de vitamina C ou de",,
ENEM-2010-066,ENEM,2010,66,ciencias-natureza,bio.celula.metabolismo,Metabolismo Celular: Fotossíntese e Respiração,media,0.273,bio.evolucao,bio.botanica,Um ambiente capaz de asfixiar todos os animais conhecidos do planeta foi colonizado por pelo menos t,,
ENEM-2010-067,ENEM,2010,67,ciencias-natureza,qui.termodinamica,Termoquímica,media,0.312,fis.mecanica.energia,fis.termodinamica.temperatura,O abastecimento de nossas necessidades energéticas futuras dependerá certamente do desenvolvimento d,,
ENEM-2010-068,ENEM,2010,68,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.000,fis.mecanica.dinamica,fis.mecanica.energia,![](https://enem.dev/2010/questions/68/a0bb7b9d-65ff-4a3d-b370-d26ece33e59c.png)  O valor a ser pago,,
ENEM-2010-069,ENEM,2010,69,ciencias-natureza,qui.organica.reacoes,Reações Orgânicas,baixa,0.111,qui.ambiental,fis.mecanica.cinematica,"![](https://enem.dev/2010/questions/69/41751926-6bcd-405d-ad63-38c328db607d.jpg)  Considere que, em ",,
ENEM-2010-070,ENEM,2010,70,ciencias-natureza,fis.moderna,Física Moderna e Nuclear,media,0.150,fis.mecanica.energia,fis.eletricidade.corrente,![](https://enem.dev/2010/questions/70/30a85d80-8071-49b5-808d-4ed735bda2da.png)  Considerando que o,,
ENEM-2010-071,ENEM,2010,71,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.150,qui.organica.reacoes,fis.mecanica.cinematica,"O uso prolongado de lentes de contato, sobretudo durante a noite, aliado a condições precárias de hi",,
ENEM-2010-072,ENEM,2010,72,ciencias-natureza,qui.estequiometria,Estequiometria,alta,0.700,qui.organica.basico,qui.oxirreducao,"Todos os organismos necessitam de água e grande parte deles vive em rios, lagos e oceanos. Os proces",,
ENEM-2010-073,ENEM,2010,73,ciencias-natureza,qui.eletroquimica,Eletroquímica,baixa,0.111,fis.mecanica.cinematica,fis.mecanica.dinamica,![](https://enem.dev/2010/questions/73/77d2c218-f8ec-4aba-83d2-701db70cdd89.jpg)  Segundo as condiçõ,,
ENEM-2010-074,ENEM,2010,74,ciencias-natureza,qui.estequiometria,Estequiometria,alta,0.500,fis.eletricidade.corrente,qui.eletroquimica,A eletrólise é muito empregada na indústria com o objetivo de reaproveitar parte dos metais sucatead,,
ENEM-2010-075,ENEM,2010,75,ciencias-natureza,bio.ecologia.biomas,Biomas Brasileiros e Mundiais,alta,0.583,bio.ecologia.ambiental,bio.ecologia.basico,![](https://enem.dev/2010/questions/75/4cf500ff-ecc0-4f24-b1b2-a9055a92d633.jpg)  Dois pesquisadores,,
ENEM-2010-076,ENEM,2010,76,ciencias-natureza,bio.genetica.mendeliana,Genética Mendeliana,media,0.167,bio.ecologia.basico,qui.oxirreducao,Investigadores das Universidades de Oxford e da Califórnia desenvolveram uma variedade de Aedes aegy,,
ENEM-2010-077,ENEM,2010,77,ciencias-natureza,qui.acidos_bases,"Ácidos, Bases, pH e Soluções Tampão",media,0.182,qui.reacoes.tipos,qui.organica.reacoes,![](https://enem.dev/2010/questions/77/ccb7182d-278b-4d5d-9626-03df5e848ed4.jpg)  O monofluoracetato,,
ENEM-2010-078,ENEM,2010,78,ciencias-natureza,fis.eletricidade.eletrostatica,Eletrostática,alta,0.444,fis.mecanica.cinematica,fis.mecanica.dinamica,Duas irmãs que dividem o mesmo quarto de estudos combinaram de comprar duas caixas com tampas para g,,
ENEM-2010-079,ENEM,2010,79,ciencias-natureza,bio.ecologia.ambiental,Questões Ambientais e Conservação,media,0.333,qui.organica.reacoes,fis.mecanica.cinematica,As mobilizações para promover um planeta melhor para as futuras gerações são cada vez frequentes. A ,,
ENEM-2010-080,ENEM,2010,80,ciencias-natureza,qui.estrutura.atomica,Estrutura Atômica e Tabela Periódica,media,0.192,qui.organica.basico,fis.mecanica.cinematica,"Os pesticidas modernos são divididos em várias classes, entre as quais se destacam os organofosforad",,
ENEM-2010-081,ENEM,2010,81,ciencias-natureza,fis.mecanica.dinamica,Dinâmica: Leis de Newton e Aplicações,baixa,0.111,fis.termodinamica.gases,fis.mecanica.cinematica,"Durante uma obra em um clube, um grupo de trabalhadores teve de remover uma escultura de ferro maciç",,
ENEM-2010-082,ENEM,2010,82,ciencias-natureza,qui.geometria,Geometria Molecular e Forças Intermoleculares,media,0.333,qui.eletroquimica,qui.organica.reacoes,As baterias de Ni-Cd muito utilizadas no nosso cotidiano não devem ser descartadas em lixos comuns u,,
ENEM-2010-083,ENEM,2010,83,ciencias-natureza,qui.estequiometria,Estequiometria,alta,0.400,qui.solucoes,qui.cinetica,"Ao colocar um pouco de açúcar ma água e mexer até a obtenção de uma só fase, prepara-se uma solução.",,
ENEM-2010-084,ENEM,2010,84,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,alta,0.550,fis.ondas.luz,fis.mecanica.cinematica,Um grupo de cientistas liderado por pesquisadores do instituto de Tecnologia da Califórnia (Caltech),,
ENEM-2010-085,ENEM,2010,85,ciencias-natureza,qui.cinetica,Cinética Química,baixa,0.125,bio.evolucao,qui.solucoes,"Decisão de asfaltamento da rodovia MG-010, acompanha da introdução de espécies exóticas, e a prática",,
ENEM-2010-086,ENEM,2010,86,ciencias-natureza,bio.ecologia.basico,Ecologia: Ecossistemas e Relações Ecológicas,baixa,0.115,fis.mecanica.cinematica,fis.mecanica.dinamica,![](https://enem.dev/2010/questions/86/ca1e9c9f-e762-49d8-aa6e-724bdbd3ae78.png)  Três dos quatro ti,,
ENEM-2010-087,ENEM,2010,87,ciencias-natureza,qui.equilibrio,Equilíbrio Químico,media,0.188,fis.ondas.mecanicas,bio.ecologia.basico,De 15% a 20% da área de um canavial precisa ser renovada anualmente. Entre o período de corte e o de,,
ENEM-2010-088,ENEM,2010,88,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,baixa,0.100,fis.mecanica.cinematica,fis.mecanica.dinamica,"Diversos comportamentos e funções fisiológicas do nosso corpo são periódicos, sendo assim, são class",,
ENEM-2010-089,ENEM,2010,89,ciencias-natureza,bio.ecologia.populacao,Ecologia de Populações e Dinâmica Populacional,baixa,0.125,fis.mecanica.cinematica,fis.mecanica.dinamica,Deseja-se instalar uma estação de geração de energia elétrica em um município localizado no interior,,
ENEM-2010-090,ENEM,2010,90,ciencias-natureza,fis.mecanica.energia,"Energia, Trabalho e Potência",baixa,0.111,qui.organica.reacoes,qui.organica.basico,O lixão que recebia 130 toneladas de lixo e contaminava a região com seu chorume (líquido derivado d,,
ENEM-2011-046,ENEM,2011,46,ciencias-natureza,fis.mecanica.cinematica,Cinemática,media,0.200,fis.fluidos,fis.termodinamica.gases,![](https://enem.dev/2011/questions/46/47ffbebd-35fe-40ff-b7f6-c1ede9958539.png)  A explicação para ,,
ENEM-2011-047,ENEM,2011,47,ciencias-natureza,bio.ecologia.basico,Ecologia: Ecossistemas e Relações Ecológicas,alta,0.500,fis.mecanica.cinematica,fis.mecanica.dinamica,Os personagens da figura estão representando uma situação hipotética de cadeia alimentar.  ![](https,,
ENEM-2011-048,ENEM,2011,48,ciencias-natureza,qui.ambiental,Química Ambiental e Industrial,media,0.150,qui.cinetica,fis.fluidos,"A produção de soro antiofídico é feita por meio da extração da peçonha de serpentes que, após tratam",,
ENEM-2011-049,ENEM,2011,49,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.000,fis.mecanica.dinamica,fis.mecanica.energia,"Um paciente deu entrada em um pronto-socorro apresentando os seguintes sintomas: cansaço, dificuldad",,
ENEM-2011-050,ENEM,2011,50,ciencias-natureza,bio.celula.metabolismo,Metabolismo Celular: Fotossíntese e Respiração,baixa,0.091,qui.organica.polimeros,qui.organica.basico,"![](https://enem.dev/2011/questions/50/eaf14b98-b405-49df-aa42-3b0df75a4075.jpg)  Neste contexto, qu",,
ENEM-2011-051,ENEM,2011,51,ciencias-natureza,bio.ecologia.biomas,Biomas Brasileiros e Mundiais,media,0.250,bio.ecologia.ambiental,qui.ambiental,"Para evitar o desmatamento da Mata Atlântica nos arredores da cidade de Amargosa, no Recôncavo da Ba",,
ENEM-2011-052,ENEM,2011,52,ciencias-natureza,bio.ecologia.populacao,Ecologia de Populações e Dinâmica Populacional,baixa,0.125,bio.ecologia.ambiental,qui.ambiental,"Belém é cercada por 39 ilhas, e suas populações convivem com ameaças de doenças. O motivo, apontado ",,
ENEM-2011-053,ENEM,2011,53,ciencias-natureza,bio.imunologia,Imunologia e Saúde,media,0.231,qui.cinetica,qui.solucoes,"O vírus do papiloma humano (HPV, na sigla em inglês) causa o aparecimento de verrugas e infecção per",,
ENEM-2011-054,ENEM,2011,54,ciencias-natureza,qui.solucoes,Soluções e Propriedades Coligativas,media,0.250,fis.termodinamica.temperatura,qui.reacoes.tipos,"Certas ligas estanho-chumbo com composição específica formam um estético simples, o que significa qu",,
ENEM-2011-055,ENEM,2011,55,ciencias-natureza,qui.organica.basico,Química Orgânica: Nomenclatura e Funções,baixa,0.071,fis.mecanica.cinematica,fis.mecanica.dinamica,"No processo de industrialização da mamona, além do óleo que contém vários ácidos graxos, é obtida um",,
ENEM-2011-056,ENEM,2011,56,ciencias-natureza,fis.eletricidade.magnetismo,Magnetismo e Eletromagnetismo,alta,0.625,fis.eletricidade.inducao,fis.ondas.mecanicas,O manual de funcionamento de um captador de guitarra elétrica apresenta o seguinte texto:  Esse capt,,
ENEM-2011-057,ENEM,2011,57,ciencias-natureza,bio.ecologia.populacao,Ecologia de Populações e Dinâmica Populacional,alta,0.375,fis.fluidos,bio.imunologia,"O controle biológico, técnica empregada no combate a espécies que causam danos e prejuízos aos seres",,
ENEM-2011-058,ENEM,2011,58,ciencias-natureza,qui.ligacoes,Ligações Químicas,baixa,0.111,fis.mecanica.cinematica,fis.mecanica.dinamica,![](https://enem.dev/2011/questions/58/d80676e3-424b-494d-bbf9-eac96350b56b.jpg)  A retenção de água,,
ENEM-2011-059,ENEM,2011,59,ciencias-natureza,bio.celula.membrana,Membrana Plasmática e Transporte,media,0.222,qui.oxirreducao,fis.termodinamica.temperatura,"A cal (óxido de cálcio, CaO), cuja suspensão em água é muito usada como uma tinta de baixo custo, dá",,
ENEM-2011-060,ENEM,2011,60,ciencias-natureza,fis.eletricidade.corrente,Eletrodinâmica: Circuitos Elétricos,media,0.150,fis.moderna,fis.mecanica.energia,![](https://enem.dev/2011/questions/60/4d540a4d-d54f-4c26-836a-710921f4cbbd.png)  Uma pessoa adquiri,,
ENEM-2011-061,ENEM,2011,61,ciencias-natureza,bio.genetica.molecular,"Genética Molecular: DNA, RNA e Síntese Proteica",media,0.154,fis.moderna,qui.geometria,"Nos dias de hoje, podemos dizer que praticamente todos os seres humanos já ouviram em algum momento ",,
ENEM-2011-062,ENEM,2011,62,ciencias-natureza,qui.reacoes.tipos,Tipos de Reações Inorgânicas,baixa,0.125,qui.estequiometria,qui.organica.basico,![](https://enem.dev/2011/questions/62/64a9d484-ee63-442b-83cb-9a1a44fa5d5a.jpg)  A análise da água ,,
ENEM-2011-063,ENEM,2011,63,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.000,fis.mecanica.dinamica,fis.mecanica.energia,![](https://enem.dev/2011/questions/63/b1d6b8a8-5a09-4f2e-878c-4babac69b332.png)  ![](https://enem.d,,
ENEM-2011-064,ENEM,2011,64,ciencias-natureza,fis.mecanica.cinematica,Cinemática,baixa,0.000,fis.mecanica.dinamica,fis.mecanica.energia,![](https://enem.dev/2011/questions/64/9d597bbb-7e1e-4be9-8724-a983ffe36ac7.jpg)  O mapa mostra a ár,,
ENEM-2011-065,ENEM,2011,65,ciencias-natureza,bio.genetica.cromossomica,Genética Cromossômica e Ligação,alta,0.450,qui.acidos_bases,bio.genetica.molecular,"Em 1999, a geneticista Emma Whitelaw desenvolveu um experimento no qual ratas prenhes foram submetid",,
ENEM-2011-066,ENEM,2011,66,ciencias-natureza,fis.mecanica.energia,"Energia, Trabalho e Potência",alta,0.611,qui.termodinamica,qui.cinetica,"Um motor só poderá realizar trabalho se receber uma quantidade de energia de outro sistema. No caso,",,
ENEM-2011-067,ENEM,2011,67,ciencias-natureza,fis.ondas.mecanicas,Ondas Mecânicas e Acústica,alta,0.400,fis.mecanica.cinematica,fis.mecanica.dinamica,![](https://enem.dev/2011/questions/67/d4a36c5d-d463-4d5e-b3ea-6d15979b80fb.png)  De acordo com as c,,
ENEM-2011-069,ENEM,2011,69,ciencias-natureza,bio.imunologia,Imunologia e Saúde,media,0.231,fis.mecanica.cinematica,fis.mecanica.dinamica,"Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram apresentados por pessoas mais ido",,
