id_origem,prova,ano,numero,area,topico_sugerido,topico_titulo,confianca,score,alternativa_2,alternativa_3,enunciado_100,aprovado,topico_corrigido
ENEM-2009-103,ENEM,2009,103,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"Saúde, no modelo atual de qualidade de vida, é o resultado das condições de alimentação, habitação, ",,
ENEM-2009-105,ENEM,2009,105,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,media,0.300,ing.compreensao,esp.compreensao,![](https://enem.dev/2009/questions/105/d37499f0-6363-4d99-8d33-c682027d79d7.jpg)  Os quadrinhos exe,,
ENEM-2009-106,ENEM,2009,106,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,baixa,0.100,lit.periodos,por.leitura.generos,"A partir da metade do século XX, ocorreu um conjunto de transformações econômicas e sociais cuja dim",,
ENEM-2009-107,ENEM,2009,107,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Texto I**   É praticamente impossível imaginarmos nossas vidas sem o plástico. Ele está presente e,,
ENEM-2009-108,ENEM,2009,108,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Texto I**   É praticamente impossível imaginarmos nossas vidas sem o plástico. Ele está presente e,,
ENEM-2009-109,ENEM,2009,109,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.346,ing.compreensao,por.gramatica.semantica,![](https://enem.dev/2009/questions/109/1422ce0e-d489-4fc4-af98-06be69f0d8e8.jpg)  A linguagem da ti,,
ENEM-2009-110,ENEM,2009,110,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"O “Portal Domínio Público”, lançado em novembro de 2004, propõe o compartilhamento de conhecimentos ",,
ENEM-2009-111,ENEM,2009,111,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"**Cuitelinho**  Cheguei na bera do porto   Onde as onda se espaia.   As garça dá meia volta,   Senta",,
ENEM-2009-112,ENEM,2009,112,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",alta,0.364,lit.periodos,por.leitura.generos,![](https://enem.dev/2009/questions/112/4d3d4611-5050-4e7e-8329-d76f2c17ca69.jpg)  A feição deles é ,,
ENEM-2009-113,ENEM,2009,113,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,As tecnologias de informação e comunicação (TIC) vieram aprimorar ou substituir meios tradicionais d,,
ENEM-2009-114,ENEM,2009,114,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2009/questions/114/210b6d6d-83b0-4ea3-9e5e-f132e9192614.jpg)  Você sabia que as,,
ENEM-2009-115,ENEM,2009,115,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.318,por.leitura.generos,por.leitura.intertextualidade,"A dança é importante para o índio preparar o corpo e a garganta e significa energia para o corpo, qu",,
ENEM-2009-116,ENEM,2009,116,linguagens,lit.generos,Gêneros e Recursos Literários,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,"**Canção do vento e da minha vida**  O vento varria as folhas,   O vento varria os frutos,   O vento",,
ENEM-2009-117,ENEM,2009,117,linguagens,por.discurso,Análise do Discurso e Linguagem,alta,0.364,por.gramatica.semantica,lit.generos,"**Canção do vento e da minha vida**  O vento varria as folhas,   O vento varria os frutos,   O vento",,
ENEM-2009-118,ENEM,2009,118,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,"Teatro do Oprimido é um método teatral que sistematiza exercícios, jogos e técnicas teatrais elabora",,
ENEM-2009-119,ENEM,2009,119,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"**Texto I**   O professor deve ser um guia seguro, muito senhor de sua língua; se outra for a orient",,
ENEM-2009-120,ENEM,2009,120,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.333,lit.generos,ing.compreensao,"No decênio de 1870, Franklin Távora defendeu a tese de que no Brasil havia duas literaturas independ",,
ENEM-2009-121,ENEM,2009,121,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"Quando eu falo com vocês, procuro usar o código de vocês. A figura do índio no Brasil de hoje não po",,
ENEM-2009-122,ENEM,2009,122,linguagens,por.leitura.intertextualidade,Intertextualidade e Interdiscursividade,baixa,0.111,por.leitura.generos,por.discurso,"Quando eu falo com vocês, procuro usar o código de vocês. A figura do índio no Brasil de hoje não po",,
ENEM-2009-123,ENEM,2009,123,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,lit.generos,por.leitura.generos,"**Se os tubarões fossem homens**  Se os tubarões fossem homens, eles seriam mais gentis com os peixe",,
ENEM-2009-124,ENEM,2009,124,linguagens,lit.generos,Gêneros e Recursos Literários,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,"Oximoro, ou paradoxismo, é uma figura de retórica em que se combinam palavras de sentido oposto que ",,
ENEM-2009-127,ENEM,2009,127,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2009/questions/127/798e9623-046e-493b-8d10-455dffae35db.jpg)  Diante dos recurs,,
ENEM-2009-128,ENEM,2009,128,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"**A partida**  Acordei pela madrugada. A princípio com tranquilidade, e logo com obstinação, quis no",,
ENEM-2009-129,ENEM,2009,129,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,media,0.300,por.leitura.generos,por.leitura.intertextualidade,"Serafim da Silva Neto defendia a tese da unidade da língua portuguesa no Brasil, entrevendo que no B",,
ENEM-2009-130,ENEM,2009,130,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",alta,0.364,lit.periodos,lit.generos,"Nestes últimos anos, a situação mudou bastante e o Brasil, normalizado, já não nos parece tão mítico",,
ENEM-2009-131,ENEM,2009,131,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,media,0.150,por.leitura.generos,por.leitura.intertextualidade,"**Texto I**   Acompanhando os navegadores, colonizadores e comerciantes portugueses em todas as suas",,
ENEM-2009-132,ENEM,2009,132,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.231,lit.generos,por.leitura.generos,"**Texto I**   \[…\] já foi o tempo em que via a convivência como viável, só exigindo deste bem comum",,
ENEM-2009-133,ENEM,2009,133,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.231,lit.generos,por.leitura.generos,"**Texto I**   \[…\] já foi o tempo em que via a convivência como viável, só exigindo deste bem comum",,
ENEM-2009-134,ENEM,2009,134,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,Nunca se falou e se preocupou tanto com o corpo como nos dias atuais. É comum ouvirmos anúncios de u,,
ENEM-2009-135,ENEM,2009,135,linguagens,lit.periodos,Períodos Literários Brasileiros,media,0.167,lit.generos,por.leitura.generos,**Confidência do Itabirano**  Alguns anos vivi em Itabira.   Principalmente nasci em Itabira.   Por ,,
ENEM-2010-091,ENEM,2010,91,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Los animales**  En la Unión Europea desde el 1o de octubre de 2004 el uso de un pasaporte es oblig,,
ENEM-2010-092,ENEM,2010,92,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,por.leitura.generos,por.leitura.intertextualidade,"**Bilingüismo en la Educación Media Continuidad, no continuismo**  Aun sin escuela e incluso a pesar",,
ENEM-2010-093,ENEM,2010,93,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,por.leitura.generos,por.leitura.intertextualidade,"**Bilingüismo en la Educación Media Continuidad, no continuismo**  Aun sin escuela e incluso a pesar",,
ENEM-2010-094,ENEM,2010,94,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.leitura.intertextualidade,por.discurso,"Dejar de fumar engorda, pero seguir haciéndolo, también. Esa es la conclusión a la que han llegado i",,
ENEM-2010-095,ENEM,2010,95,linguagens,ing.compreensao,Inglês: Compreensão de Texto,alta,0.357,esp.compreensao,por.leitura.generos,![](https://enem.dev/2010/questions/95-espanhol/fbbc0a02-918d-4b22-8db1-2c42cfcb18e9.png)  **Revista,,
ENEM-2010-096,ENEM,2010,96,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.192,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2010/questions/96/64ed268e-140b-44f4-b421-94d66774f861.jpg)  As diferentes esfe,,
ENEM-2010-097,ENEM,2010,97,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"A biosfera, que reúne todos os ambientes onde se desenvolvem os seres vivos, se divide em unidades ",,
ENEM-2010-098,ENEM,2010,98,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Câncer 21/06 a 21/07**  O eclipse em seu signo vai desencadear mudanças na sua autoestima e no se,,
ENEM-2010-099,ENEM,2010,99,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,baixa,0.100,por.leitura.generos,por.leitura.intertextualidade,**S.O.S Português**  Por que pronunciamos muitas palavras de um jeito diferente da escrita? Pode-se ,,
ENEM-2010-100,ENEM,2010,100,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"Na busca constante pela sua evolução, o ser humano vem alternando a sua maneira de pensar, de sent",,
ENEM-2010-101,ENEM,2010,101,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2010/questions/101/28db87e9-37b3-49bb-ac74-ecdb20dad7ef.png)  Ao circularem soc,,
ENEM-2010-102,ENEM,2010,102,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Testes**  Dia desses resolvi fazer um teste proposto por um _site_ da internet. O nome do teste er,,
ENEM-2011-091,ENEM,2011,91,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,Going to university seems to reduce the risk of dying from coronary heart disease. An American study,,
ENEM-2011-092,ENEM,2011,92,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.leitura.intertextualidade,por.discurso,"![](https://enem.dev/2011/questions/92/cf4e6e0a-1f86-4e8f-a89b-a1cc1a445703.png)  GLASBERGEN, R. **T",,
ENEM-2011-093,ENEM,2011,93,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.leitura.intertextualidade,por.discurso,**How’s your mood?**  ![](https://enem.dev/2011/questions/93/148fb6fd-27c9-409e-a187-3038678c5e33.pn,,
ENEM-2011-094,ENEM,2011,94,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.182,por.leitura.generos,por.leitura.intertextualidade,**War**  Until the philosophy which holds one race superior   And another inferior   Is finally and ,,
ENEM-2011-095,ENEM,2011,95,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,por.leitura.generos,por.leitura.intertextualidade,**Es posible reducir la basura**  En México se producen más de 10 millones de m3 de basura mensualme,,
ENEM-2011-096,ENEM,2011,96,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"Na modernidade, o corpo foi descoberto, despido e modelado pelos exercícios físicos da moda. Novos e",,
ENEM-2011-097,ENEM,2011,97,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"![](https://enem.dev/2011/questions/97/bd1b0936-b39f-42aa-a4ea-0744b73dc320.png)  COSTA, C. **Superi",,
ENEM-2011-098,ENEM,2011,98,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,lit.periodos,por.leitura.intertextualidade,"O hipertexto refere-se à escritura eletrônica não sequencial e não linear, que se bifurca e permite ",,
ENEM-2011-099,ENEM,2011,99,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.231,por.leitura.generos,por.leitura.intertextualidade,"**TEXTO I**  O meu nome é Severino,   não tenho outro de pia.   Como há muitos Severinos,   que é sa",,
ENEM-2011-100,ENEM,2011,100,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2011/questions/100/c13c970e-9da9-430f-8c86-ed5dba7b2082.png)  Disponível em: ww,,
ENEM-2011-101,ENEM,2011,101,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",alta,0.364,por.discurso,por.leitura.generos,**TEXTO I**   **Onde está a honestidade?**  Você tem palacete reluzente   Tem joias e criados à vont,,
ENEM-2011-102,ENEM,2011,102,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,por.leitura.intertextualidade,"Quem é pobre, pouco se apega, é um giro-o-giro no vago dos gerais, que nem os pássaros de rios e lag",,
ENEM-2011-103,ENEM,2011,103,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,lit.generos,por.leitura.generos,A discussão sobre “o fim do livro de papel” com a chegada da mídia eletrônica me lembra a discussão ,,
ENEM-2011-104,ENEM,2011,104,linguagens,ing.compreensao,Inglês: Compreensão de Texto,baixa,0.143,art.linguagens,lit.periodos,"**Não tem tradução**  \[…\]   Lá no morro, se eu fizer uma falseta   A Risoleta desiste logo do fran",,
ENEM-2011-105,ENEM,2011,105,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.227,por.leitura.generos,por.leitura.intertextualidade,A dança é um importante componente cultural da humanidade. O folclore brasileiro é rico em danças qu,,
ENEM-2011-106,ENEM,2011,106,linguagens,por.coesao,Coesão e Coerência Textual,baixa,0.100,por.leitura.generos,por.leitura.intertextualidade,"Cultivar um estilo de vida saudável é extremamente importante para diminuir o risco de infarto, mas ",,
ENEM-2011-107,ENEM,2011,107,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2011/questions/107/4d2319f1-f48b-49f6-a323-920558a74811.png)  **Brasília 50 ano,,
ENEM-2011-108,ENEM,2011,108,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,"**Conceitos e importância das lutas**  Antes de se tornarem esporte, as lutas ou as artes marciais t",,
ENEM-2011-109,ENEM,2011,109,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,art.linguagens,por.leitura.intertextualidade,O tema da velhice foi objeto de estudo de brilhantes filósofos ao longo dos tempos. Um dos melhores ,,
ENEM-2011-110,ENEM,2011,110,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,lit.periodos,por.leitura.generos,"![](https://enem.dev/2011/questions/110/1fa1d245-9cd8-45d7-a8e9-21cb188c46da.png)  LEIRNER, N. Tronc",,
ENEM-2011-111,ENEM,2011,111,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.273,por.gramatica.semantica,lit.generos,"**No capricho**  O Adãozinho, meu cumpade, enquanto esperava pelo delegado, olhava para um quadro, a",,
ENEM-2011-112,ENEM,2011,112,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.gramatica.semantica,art.linguagens,**TEXTO I**  ![](https://enem.dev/2011/questions/112/0c0d18b7-d2f7-473a-b14a-84793118256f.png)  Toca,,
ENEM-2011-113,ENEM,2011,113,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,lit.generos,por.leitura.generos,"**Estrada**  Esta estrada onde moro, entre duas voltas do caminho,   Interessa mais que uma avenida ",,
ENEM-2011-114,ENEM,2011,114,linguagens,esp.compreensao,Espanhol: Compreensão de Texto,baixa,0.143,art.linguagens,lit.generos,"![](https://enem.dev/2011/questions/114/f1377ead-441b-47bf-a1f3-25e20beac813.png)  PICASSO, P. **Gue",,
ENEM-2011-115,ENEM,2011,115,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"No Brasil, a condição cidadã, embora dependa da leitura e da escrita, não se basta pela enunciação d",,
ENEM-2011-116,ENEM,2011,116,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.gramatica.morfologia,por.gramatica.semantica,"**Lépida e leve**  Língua do meu Amor velosa e doce,   que me convences de que sou frase,   que me c",,
ENEM-2011-117,ENEM,2011,117,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",baixa,0.091,lit.periodos,lit.generos,"Abatidos pelo fadinho harmonioso e nostálgico dos desterrados, iam todos, até mesmo os brasileiros, ",,
ENEM-2011-118,ENEM,2011,118,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.273,por.leitura.generos,por.leitura.intertextualidade,**Guardar**  Guardar uma coisa não é escondê-la ou trancá-la.   Em cofre não se guarda coisa alguma.,,
ENEM-2011-119,ENEM,2011,119,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"Quando os portugueses se instalaram no Brasil, o país era povoado de índios. Importaram, depois, da ",,
ENEM-2011-120,ENEM,2011,120,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.100,por.leitura.intertextualidade,por.discurso,"**Pequeno concerto que virou canção**  Não, não há por que mentir ou esconder   A dor que foi maior ",,
ENEM-2011-121,ENEM,2011,121,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,**É água que não acaba mais**  Dados preliminares divulgados por pesquisadores da Universidade Feder,,
ENEM-2011-122,ENEM,2011,122,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2011/questions/122/d8295ea3-6df2-42a5-8fe7-37e71cd0850d.png)  Nós adoraríamos d,,
ENEM-2011-123,ENEM,2011,123,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,art.linguagens,por.leitura.generos,![](https://enem.dev/2011/questions/123/d8350fd2-dd7d-42b4-8be8-3b2892dcf629.png)  Nós adoraríamos d,,
ENEM-2011-124,ENEM,2011,124,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.136,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2011/questions/124/d9afe727-bf11-4034-b3e4-3121d99dc482.png)  **Veja**. 05 set.,,
ENEM-2011-125,ENEM,2011,125,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Entre ideia e tecnologia**  O grande conceito por trás do Museu da Língua é apresentar o idioma co,,
ENEM-2011-126,ENEM,2011,126,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**TEXTO I**  O Brasil sempre deu respostas rápidas através da solidariedade do seu povo. Mas a mesma,,
ENEM-2011-127,ENEM,2011,127,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2011/questions/127/093a87ad-75f3-4853-9dd7-1c51c7b2fc90.png)  Disponível em: ht,,
ENEM-2011-128,ENEM,2011,128,linguagens,por.gramatica.semantica,Semântica e Variação Linguística,media,0.300,lit.periodos,por.leitura.generos,"Motivadas ou não historicamente, normas prestigiadas ou estigmatizadas pela comunidade sobrepõem-se ",,
ENEM-2011-129,ENEM,2011,129,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.154,por.gramatica.sintaxe,por.gramatica.semantica,"![](https://enem.dev/2011/questions/129/5e1eed51-8dca-463c-8587-c0578dda1639.png)  VERÍSSIMO, L. F. ",,
ENEM-2011-130,ENEM,2011,130,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"**MANDIOCA — mais um presente da Amazônia**  _Aipim_, _castelinha_, _macaxeira_, _maniva_, _maniveir",,
ENEM-2011-131,ENEM,2011,131,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,media,0.154,por.gramatica.semantica,por.gramatica.sintaxe,"Há certos usos consagrados na fala, e até mesmo na escrita, que, a depender do estrato social e do n",,
ENEM-2011-132,ENEM,2011,132,linguagens,art.linguagens,"Artes, Mídias e Manifestações Culturais",media,0.273,ing.compreensao,lit.periodos,"**Palavra indígena**  _A história da tribo Sapucaí, que traduziu para o idioma guarani os artefatos ",,
ENEM-2011-133,ENEM,2011,133,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,![](https://enem.dev/2011/questions/133/168ef904-86aa-483b-bd25-2895db4b6dd6.png)  Disponível em: ht,,
ENEM-2011-134,ENEM,2011,134,linguagens,por.discurso,Análise do Discurso e Linguagem,baixa,0.091,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2011/questions/134/53cd2eeb-a4e4-4101-aab7-f57834e1d5c1.png)  Disponível em: ht,,
ENEM-2011-135,ENEM,2011,135,linguagens,ing.compreensao,Inglês: Compreensão de Texto,baixa,0.143,por.leitura.generos,por.leitura.intertextualidade,**O que é possível dizer em 140 caracteres?**  _Sucesso do Twitter no Brasil é oportunidade única de,,
ENEM-2012-091,ENEM,2012,91,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,**Obituario\*   **  Lo enterraron en el corazón de un bosque de pinos   y sin embargo   el ataúd de ,,
ENEM-2012-092,ENEM,2012,92,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"**Excavarán plaza ceremonial del frontis norte de**   **huaca de la Luna**  Trujillo, feb. 25 (ANDIN",,
ENEM-2012-093,ENEM,2012,93,linguagens,lit.periodos,Períodos Literários Brasileiros,baixa,0.083,por.leitura.generos,por.leitura.intertextualidade,"Nuestra comarca del mundo, que hoy llamamos América Latina perfeccionó sus funciones. Este ya no es ",,
ENEM-2012-094,ENEM,2012,94,linguagens,lit.generos,Gêneros e Recursos Literários,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2012/questions/94/3521ef6d-f96a-4fca-9cf2-59d49b83cc04.png)  QUINO.Disponível e,,
ENEM-2012-095,ENEM,2012,95,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"**Las Malvinas son nuestras**  Sí, las islas son nuestras. Esta afirmación no se basa en sentimiento",,
ENEM-2012-096,ENEM,2012,96,linguagens,por.leitura.generos,Gêneros Textuais e Compreensão Leitora,baixa,0.000,por.leitura.intertextualidade,por.discurso,"![](https://enem.dev/2012/questions/96/89e6740d-2faf-459f-a737-135fad99b641.png)  NIEMAN, D. Exercíc",,
ENEM-2012-097,ENEM,2012,97,linguagens,lit.generos,Gêneros e Recursos Literários,baixa,0.077,por.leitura.generos,por.leitura.intertextualidade,![](https://enem.dev/2012/questions/97/d2cbf9da-51c9-46aa-af58-bcc2e998418d.png)  Disponível em: www,,
ENEM-2012-098,ENEM,2012,98,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,por.leitura.generos,art.linguagens,"“Ele era o inimigo do rei”, nas palavras de seu biógrafo, Lira Neto. Ou, ainda, “um romancista que c",,
ENEM-2012-099,ENEM,2012,99,linguagens,ing.compreensao,Inglês: Compreensão de Texto,baixa,0.143,por.coesao,por.gramatica.morfologia,eu gostava muito de passeá… saí com as minhas colegas… brincá na porta di casa di vôlei… andá de pat,,
ENEM-2012-100,ENEM,2012,100,linguagens,por.gramatica.morfologia,Morfologia e Classes de Palavras,baixa,0.077,lit.generos,por.leitura.generos,"**Verbo ser**  QUE VAI SER quando crescer? Vivem perguntando em redor. Que é ser? É ter um corpo, um",,
ENEM-2012-101,ENEM,2012,101,linguagens,lit.generos,Gêneros e Recursos Literários,media,0.154,art.linguagens,por.leitura.generos,"E como manejava bem os cordéis de seus títeres, ou ele mesmo, títere voluntário e consciente, como e",,
